"동별(1)",동별(2),동별(3),2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024,2024
"동별(1)",동별(2),동별(3),합계,합계,합계,합계,합계,개인사업체,개인사업체,회사법인,회사법인,회사이외의 법인,회사이외의 법인,비법인단체,비법인단체
"동별(1)",동별(2),동별(3),사업체수,사업체수,종사자수,종사자수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수
"동별(1)",동별(2),동별(3),사업체수,여성대표자,소계,남,여,소계,소계,소계,소계,소계,소계,소계,소계
"합계",성북구,보문동,1847,674,6099,3294,2805,1586,2414,182,2626,65,910,14,149
"합계",성북구,정릉1동,1261,480,2596,1381,1215,1136,1758,62,385,52,281,11,172
"합계",성북구,정릉2동,1556,579,3554,1822,1732,1385,2144,95,641,57,532,19,237
"합계",성북구,정릉3동,996,374,5848,3000,2848,803,1242,78,655,95,3862,20,89
"합계",성북구,정릉4동,1700,645,4863,2733,2130,1464,2042,127,1259,77,1284,32,278
"합계",성북구,길음1동,1772,847,4464,1711,2753,1564,2590,111,533,71,1147,26,194
"합계",성북구,길음2동,1673,783,5251,2074,3177,1412,2756,190,1556,51,764,20,175
"합계",성북구,월곡1동,1839,712,5692,2607,3085,1631,2718,111,1414,68,1259,29,301
"합계",성북구,월곡2동,2137,784,10176,5351,4825,1807,3552,198,2298,107,3952,25,374
"합계",성북구,장위1동,1695,662,3394,1570,1824,1553,2428,70,282,50,407,22,277
"합계",성북구,장위2동,1496,566,3654,1627,2027,1316,2310,119,515,47,417,14,412
"합계",성북구,장위3동,867,335,2097,975,1122,770,1238,44,223,38,464,15,172
"합계",성북구,성북동,1849,859,7036,3328,3708,1390,2460,302,3122,128,1151,29,303
"합계",성북구,삼선동,2601,1118,11406,5593,5813,2145,3827,299,2692,129,4566,28,321
"합계",성북구,동선동,2592,1137,11192,4466,6726,2175,4846,294,2726,99,3170,24,450
"합계",성북구,종암동,2943,1173,8994,4132,4862,2564,4384,206,2019,117,1984,56,607
"합계",성북구,석관동,2994,1084,9483,4941,4542,2677,4490,196,2442,79,1793,42,758
"합계",강북구,소계,25636,9676,75722,34779,40943,22457,39849,1823,16803,1009,14680,347,4390
"합계",강북구,번1동,2252,891,8781,3570,5211,1833,3636,330,3490,67,1301,22,354
"합계",강북구,번2동,880,257,3475,2064,1411,749,1069,53,850,62,1301,16,255
"합계",강북구,번3동,1110,329,3206,1571,1635,979,1644,62,588,44,679,25,295
"합계",강북구,수유1동,1913,761,5765,2333,3432,1660,2630,123,1283,101,1604,29,248
"합계",강북구,수유2동,1945,701,4359,2038,2321,1710,2703,107,723,90,372,38,561
"합계",강북구,수유3동,3116,1199,9238,4135,5103,2771,5445,235,1678,80,1956,30,159
"합계",강북구,삼양동,1588,575,3671,1802,1869,1419,2326,58,409,84,722,27,214
"합계",강북구,미아동,2243,884,6878,2935,3943,1954,3790,191,1133,76,1684,22,271
"합계",강북구,송중동,2930,1168,8768,3567,5201,2512,5081,276,2252,107,1083,35,352
"합계",강북구,송천동,2315,867,6467,3013,3454,2093,4192,130,1118,76,941,16,216
"합계",강북구,삼각산동,1533,666,3188,1338,1850,1416,2135,48,193,41,538,28,322
"합계",강북구,우이동,1556,590,5284,3158,2126,1364,2294,97,2156,70,482,25,352
"합계",강북구,인수동,2255,788,6642,3255,3387,1997,2904,113,930,111,2017,34,791
